Replicon	models
RHKO002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHKO002.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00001.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00002.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00003.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00004.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00004.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00005.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00006.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00007.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00007.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00008.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00009.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00010.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00011.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00011.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00011.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00011.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00012.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00012.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00012.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00012.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00013.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00014.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00015.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00016.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00017.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00018.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00018.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00018.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00018.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00018.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00019.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00019.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00019.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00019.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00019.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00020.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00021.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00022.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00022.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00022.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLE001.0321.00022.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLI001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLI001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLI001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLU001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLU001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLU001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHLU001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHMA001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOP001.0321.00002.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P007	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P008	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHOR001.0321.00001.P009	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPA001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00003.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00004.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00004.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00005.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00005.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00005.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00005.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00005.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00006.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00006.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00006.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00006.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00006.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00007.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00007.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00007.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00007.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00007.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00008.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00008.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00008.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00008.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00008.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00009.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00010.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00010.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00010.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00010.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00010.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00011.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00012.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00013.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00013.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00013.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00013.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00013.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00014.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00014.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00014.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00014.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00014.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00015.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00015.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00015.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00015.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPH001.0321.00015.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPS001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPS001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPS001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPS001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPS001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00001.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00002.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00003.C002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPU001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00002.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00003.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHPY001.0321.00004.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00003.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00003.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00004.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHQI001.0321.00004.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00002.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH001.0321.00003.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRH002.0321.00001.P006	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO001.0321.00001.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO001.0321.00001.P004	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO001.0321.00001.P005	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRO002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU001.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU001.0321.00001.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU001.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00001.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00002.C001	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00002.P002	TFF-SF T2SS T4aP Tad ComM MSH T4bP
RHRU002.0321.00002.P003	TFF-SF T2SS T4aP Tad ComM MSH T4bP
